Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-117F0688,2024-01-15,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,None,0.31,2.8,2.65,1353.88,2067,Standard Shipping
ORD-61A996CE,2025-12-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,27,0,On Time,None,0.33,6.1,5.8,1168.4,1757,Standard Shipping
ORD-91713832,2025-03-05,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.81,4.0,4.36,4353.05,4810,Standard Shipping
ORD-FD0C8E36,2024-07-13,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,None,0.21,0.5,4.14,1455.63,2406,Standard Shipping
ORD-1C8790D2,2024-09-22,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,10,13,3,Late,Severe Weather (Typhoon/Storm),0.88,5.4,2.05,8109.76,4793,Expedited Air Freight
ORD-D8879813,2024-05-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.54,4.6,3.02,525.91,683,Standard Shipping
ORD-2C6C02DF,2024-04-11,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,None,0.7,1.9,1.99,620.5,730,Standard Shipping
ORD-9F6DE177,2025-12-22,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.52,3.9,4.15,7171.36,9436,Standard Shipping
ORD-A239C88F,2025-08-22,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,13,0,On Time,None,0.6,2.7,3.15,7868.0,9835,Standard Shipping
ORD-DB3B0BE4,2024-10-10,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.14,9.7,2.91,51965.76,8288,Standard Shipping
ORD-6C2ACFC9,2024-05-23,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.74,4.9,2.92,3461.73,3979,Standard Shipping
ORD-DFB4F481,2025-07-05,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,16,2,Late,Port Congestion,0.6,3.2,2.11,3395.92,3859,Standard Shipping
ORD-6F29598F,2025-06-12,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,None,0.59,8.0,2.92,3997.26,5028,Standard Shipping
ORD-6D948981,2024-10-28,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.28,6.2,4.22,4473.6,6990,Standard Shipping
ORD-DA3CD0F4,2025-10-31,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,5,2,0,On Time,None,0.46,4.6,3.93,41193.9,5130,Standard Shipping
ORD-381AF8F6,2024-10-20,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.51,3.1,3.31,1154.39,1529,Standard Shipping
ORD-CDBE3400,2024-06-19,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,12,0,On Time,None,0.71,9.9,2.46,3542.26,4143,Standard Shipping
ORD-A683D168,2024-11-29,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,None,0.24,5.5,4.03,2718.7,4385,Standard Shipping
ORD-63A11E46,2025-05-02,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,23,0,On Time,None,0.4,9.1,2.21,6947.5,9925,Standard Shipping
ORD-0210C137,2024-10-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,7,0,On Time,None,0.24,8.7,5.15,1567.98,2529,Standard Shipping
ORD-1370B48B,2025-06-26,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,None,0.46,4.4,4.21,5683.05,7785,Standard Shipping
ORD-8F11CC06,2024-07-16,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.37,5.9,1.39,1816.62,2652,Standard Shipping
ORD-DC12208C,2024-02-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,42,15,Late,Geopolitical Conflict (Route Diversion),0.28,1.4,5.18,7766.02,7584,Re-routing
ORD-DEE7AA94,2024-04-07,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,34,0,On Time,None,0.81,7.6,7.04,7072.57,7815,Standard Shipping
ORD-88109B53,2025-10-07,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,None,0.54,3.2,4.77,2893.66,3758,Standard Shipping
ORD-E13517EE,2025-08-29,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,28,0,On Time,None,0.72,5.3,3.62,6385.5,7425,Standard Shipping
ORD-B10440C8,2024-12-19,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,12,0,On Time,None,0.36,3.7,3.08,4992.56,7342,Standard Shipping
ORD-730D248B,2024-02-23,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,29,0,On Time,None,0.69,3.8,2.93,3788.13,4483,Standard Shipping
ORD-5C700945,2024-01-09,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.11,8.3,0.76,247.53,446,Standard Shipping
ORD-7C626B37,2025-03-17,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.73,6.8,2.79,24910.27,2618,Standard Shipping
ORD-F57BFF90,2025-06-13,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,34,0,On Time,None,0.81,8.8,2.6,4938.59,5457,Standard Shipping
ORD-090B760D,2024-10-04,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,6,0,On Time,None,0.82,2.8,3.82,4227.86,4646,Standard Shipping
ORD-2F3D0932,2025-06-28,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,38,2,Late,Port Congestion,0.81,6.9,4.38,2384.22,2395,Standard Shipping
ORD-E48114D9,2024-05-14,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.31,0.6,4.08,1701.69,2598,Standard Shipping
ORD-0420A694,2025-04-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,18,0,On Time,None,0.5,2.4,1.95,1182.75,1577,Standard Shipping
ORD-F97BE9C9,2024-09-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,25,0,On Time,None,0.83,9.5,3.51,6214.68,6792,Standard Shipping
ORD-C890DF3B,2025-04-19,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,7,0,On Time,None,0.39,8.2,0.37,4411.86,6348,Standard Shipping
ORD-BB4D5771,2025-10-27,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,12,0,On Time,None,0.3,4.5,4.52,5009.55,7707,Standard Shipping
ORD-AD808039,2024-03-31,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,5,0,On Time,None,0.73,3.3,5.26,4222.93,4882,Standard Shipping
ORD-A5042604,2025-09-27,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,27,0,On Time,None,0.49,0.5,3.05,5120.39,6873,Standard Shipping
ORD-E3713413,2025-06-30,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.77,5.0,6.1,3459.47,3909,Standard Shipping
ORD-034AEF1F,2024-07-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.36,4.4,4.43,2582.64,3798,Standard Shipping
ORD-509A157D,2025-05-24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,4,0,On Time,None,0.65,1.8,2.9,40247.62,4435,Standard Shipping
ORD-76AA1093,2024-04-25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,7,0,On Time,None,0.62,8.8,4.02,4604.04,5684,Standard Shipping
ORD-6BD6FDF7,2025-08-12,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,35,0,On Time,None,0.81,4.8,1.82,893.24,987,Standard Shipping
ORD-86BE74F9,2024-09-16,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,12,0,On Time,None,0.25,3.8,1.95,2060.62,3297,Standard Shipping
ORD-C2419118,2025-08-28,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,None,0.81,3.7,1.91,123.98,137,Standard Shipping
ORD-AB5EFB9E,2024-02-27,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,8,0,On Time,None,0.54,4.0,3.38,6311.69,8197,Standard Shipping
ORD-C656BAB8,2025-10-01,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,34,0,On Time,None,0.48,5.8,3.26,1786.36,2414,Standard Shipping
ORD-499F6C2D,2025-05-21,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,25,0,On Time,None,0.62,8.6,4.04,7852.95,9695,Standard Shipping
ORD-C8CDB7CC,2024-02-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.24,6.7,2.34,2098.7,3385,Standard Shipping
ORD-F09386E8,2025-11-05,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,None,0.57,1.5,0.67,5141.75,6550,Standard Shipping
ORD-CB4C0FBB,2024-10-08,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,11,0,On Time,None,0.14,0.6,1.97,2509.71,4403,Standard Shipping
ORD-2B349B06,2025-03-21,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,13,5,Late,Port Congestion,0.25,3.4,2.21,5548.82,8071,Standard Shipping
ORD-D1B7A35E,2024-12-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,None,0.18,3.9,3.42,1336.94,2266,Standard Shipping
ORD-F8F61F13,2025-04-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.84,5.5,3.33,7092.28,7709,Standard Shipping
ORD-14A6B4D0,2025-02-27,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.72,2.8,5.1,1508.44,1754,Standard Shipping
ORD-8724C2AB,2024-02-20,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,39,10,Late,Geopolitical Conflict (Route Diversion),0.15,1.7,2.97,5117.04,5562,Re-routing
ORD-069F8C18,2025-09-12,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,24,0,On Time,None,0.58,8.4,4.33,206.98,262,Standard Shipping
ORD-CA9708B6,2025-11-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.72,4.5,2.74,5454.12,6342,Standard Shipping
ORD-1C3C513A,2025-09-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,4,2,0,On Time,None,0.29,7.5,4.84,12962.57,1827,Standard Shipping
ORD-F0901A9B,2025-07-03,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,34,0,On Time,None,0.15,0.2,6.52,4700.62,8175,Standard Shipping
ORD-74E328CF,2024-08-01,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.55,8.5,2.51,6396.07,8253,Standard Shipping
ORD-B3794C37,2024-06-05,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,None,0.87,4.2,5.27,4346.82,4649,Standard Shipping
ORD-E94A4ACB,2024-06-16,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,None,0.86,6.5,4.98,381.3,410,Standard Shipping
ORD-6B6C4808,2025-05-01,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.41,6.8,3.07,485.04,688,Standard Shipping
ORD-70E2AE8E,2024-12-30,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,36,0,On Time,None,0.76,4.4,4.06,3028.08,3441,Standard Shipping
ORD-6E5C3841,2024-12-15,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,14,12,0,On Time,None,0.67,7.7,3.32,8164.63,9778,Standard Shipping
ORD-33F78057,2024-07-22,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,35,0,On Time,None,0.24,10.0,3.02,915.12,1476,Standard Shipping
ORD-51890A57,2025-07-04,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,None,0.54,8.1,4.34,5160.54,6702,Standard Shipping
ORD-7EB1173E,2024-07-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.76,7.3,3.59,378.4,430,Standard Shipping
ORD-B3E18EAB,2024-05-24,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.38,1.1,2.9,516.81,749,Standard Shipping
ORD-CB5A4043,2025-04-23,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,31,28,0,On Time,None,0.77,3.5,2.6,4692.27,5302,Standard Shipping
ORD-03EF84E3,2025-02-05,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,3,2,0,On Time,None,0.41,0.6,3.45,13563.49,1749,Standard Shipping
ORD-A66DD62D,2025-11-13,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.61,2.3,1.72,115.92,144,Standard Shipping
ORD-825BF346,2025-08-20,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,12,0,On Time,None,0.17,5.9,1.85,117.0,200,Standard Shipping
ORD-3027DA9B,2025-02-25,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,7,0,On Time,None,0.77,8.8,2.65,8507.5,9613,Standard Shipping
ORD-5CE1495C,2024-07-06,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,7,0,On Time,None,0.63,5.7,2.14,2409.95,2957,Standard Shipping
ORD-601A2566,2024-08-27,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,None,0.75,2.3,4.12,3706.5,4236,Standard Shipping
ORD-DA4879C0,2025-01-09,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,8,0,On Time,None,0.57,3.3,4.18,5068.74,6457,Standard Shipping
ORD-443791AB,2025-08-13,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,None,0.73,9.2,3.67,6975.36,8064,Standard Shipping
ORD-36D714E7,2024-05-09,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.48,5.9,4.43,3577.16,4834,Standard Shipping
ORD-8EA4EE9B,2025-10-02,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,27,38,11,Late,Geopolitical Conflict (Route Diversion),0.1,7.8,4.15,10674.84,8087,Expedited Air Freight
ORD-EFE92545,2024-05-28,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,34,0,On Time,None,0.52,4.7,1.56,373.92,492,Standard Shipping
ORD-6BE71777,2024-01-07,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,None,0.85,7.2,5.35,81857.88,8045,Standard Shipping
ORD-94808FB5,2025-05-17,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,29,0,On Time,None,0.52,9.6,1.92,3492.96,4596,Standard Shipping
ORD-93135FFA,2024-06-05,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.11,2.9,4.64,3427.68,6176,Standard Shipping
ORD-446CC46B,2024-11-09,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,35,0,On Time,None,0.6,3.0,5.55,6679.2,8349,Standard Shipping
ORD-53C78315,2024-04-26,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,35,0,On Time,None,0.52,8.2,1.63,3098.52,4077,Standard Shipping
ORD-CDE898F0,2025-09-07,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,8,0,On Time,None,0.5,2.6,3.68,3939.75,5253,Standard Shipping
ORD-309255FC,2025-01-26,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,46,16,Late,Geopolitical Conflict (Route Diversion),0.72,7.5,1.84,7182.72,5220,Re-routing
ORD-49109352,2024-07-28,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,9,0,On Time,None,0.82,6.8,4.02,137.41,151,Standard Shipping
ORD-62EBFBD5,2025-06-17,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,4,0,On Time,None,0.54,6.2,3.63,41486.06,4898,Standard Shipping
ORD-D8E5F95C,2025-08-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.29,5.5,3.6,1497.05,2321,Standard Shipping
ORD-8883095A,2025-05-18,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.6,4.1,3.59,64196.0,7295,Standard Shipping
ORD-015001CB,2024-02-11,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,11,0,On Time,None,0.75,6.7,2.97,1629.25,1862,Standard Shipping
ORD-A5D5E35C,2025-09-03,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,24,0,On Time,None,0.35,0.5,2.61,931.5,1380,Standard Shipping
ORD-B53ED64D,2025-11-16,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,None,0.26,6.2,5.79,5566.68,8836,Standard Shipping
ORD-A13647E5,2024-12-09,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,6,0,On Time,None,0.18,9.1,5.72,2452.63,4157,Standard Shipping
ORD-9A2C1931,2025-08-09,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,5,0,On Time,None,0.78,4.3,2.98,5073.89,5701,Standard Shipping
ORD-A107658F,2024-06-23,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,13,0,On Time,None,0.2,4.5,2.99,3517.8,5863,Standard Shipping
ORD-7E8D830C,2025-10-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.38,8.7,5.61,1633.92,2368,Standard Shipping
ORD-E0CD6342,2025-01-31,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.83,0.4,5.55,3193.35,3490,Standard Shipping
ORD-4222190C,2025-06-26,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,None,0.85,3.7,2.17,4345.65,4698,Standard Shipping
ORD-E6AE4BBD,2024-12-01,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,None,0.29,2.6,3.9,2184.62,3387,Standard Shipping
ORD-9FAC3704,2025-12-04,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,15,17,2,Late,Port Congestion,0.15,3.8,4.72,3192.54,3365,Expedited Air Freight
ORD-35C8E737,2025-06-17,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,28,0,On Time,None,0.79,4.4,1.5,5125.66,5727,Standard Shipping
ORD-6E6E2F71,2025-07-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,None,0.34,5.2,2.41,1752.72,2616,Standard Shipping
ORD-1427EEAE,2024-11-07,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,26,1,Late,None,0.16,7.6,2.93,1742.32,3004,Standard Shipping
ORD-47A033F1,2025-11-30,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,12,0,On Time,None,0.45,7.3,4.47,3921.53,5409,Standard Shipping
ORD-AAC9F84E,2024-07-05,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.77,9.8,1.84,35834.54,3681,Standard Shipping
ORD-8D482655,2025-10-17,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,6,3,0,On Time,None,0.37,3.9,4.86,62352.13,8275,Standard Shipping
ORD-FA691327,2024-08-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.23,2.2,3.94,41286.79,6103,Standard Shipping
ORD-0A3F3D5C,2025-07-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,None,0.86,9.5,2.59,1127.16,1212,Standard Shipping
ORD-A752C842,2024-11-29,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,34,0,On Time,None,0.21,0.1,4.3,4351.76,7193,Standard Shipping
ORD-89ED84FB,2024-05-15,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,None,0.14,5.8,1.41,5515.89,9677,Standard Shipping
ORD-B86E7736,2024-08-17,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.85,6.4,2.07,3575.12,3865,Standard Shipping
ORD-6BC5EEDB,2024-01-25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,17,0,On Time,None,0.58,4.4,2.56,2372.37,3003,Standard Shipping
ORD-60B0D2F9,2024-03-24,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.89,9.6,3.27,72110.12,6937,Standard Shipping
ORD-DB348CCA,2025-02-10,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,13,12,0,On Time,None,0.81,4.1,4.34,2699.62,2983,Standard Shipping
ORD-814A5490,2025-02-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,None,0.38,6.0,2.75,3889.53,5637,Standard Shipping
ORD-13C0F697,2025-12-14,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,29,0,On Time,None,0.66,9.5,3.15,1755.45,2115,Standard Shipping
ORD-CBEE2F79,2024-11-14,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,34,8,Late,Geopolitical Conflict (Route Diversion),0.6,7.2,3.96,9908.48,7741,Re-routing
ORD-BE840432,2025-01-21,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,48,19,Late,Geopolitical Conflict (Route Diversion),0.52,9.3,2.3,8549.7,7031,Re-routing
ORD-74842FAF,2025-09-05,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,5,4,0,On Time,None,0.71,7.0,3.45,62543.25,6650,Standard Shipping
ORD-99D8709B,2024-03-13,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.19,5.6,2.84,1388.13,2333,Standard Shipping
ORD-58C30917,2025-03-19,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,3,0,On Time,None,0.59,7.9,2.47,7686.85,879,Standard Shipping
ORD-AECD52A7,2024-01-15,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,47,16,Late,Geopolitical Conflict (Route Diversion),0.76,3.3,4.47,6955.52,4940,Re-routing
ORD-FF47C681,2024-01-16,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,29,0,On Time,None,0.82,8.5,4.17,9059.05,9955,Standard Shipping
ORD-DB1CE633,2025-09-18,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,3,0,On Time,None,0.27,6.7,3.58,60322.46,8636,Standard Shipping
ORD-1038690F,2024-03-28,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,16,0,On Time,None,0.57,3.1,5.2,1792.94,2284,Standard Shipping
ORD-AEB11812,2024-11-17,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,8,4,Late,Port Congestion,0.74,1.6,3.85,156578.6,9916,Expedited Air Freight
ORD-8011162B,2024-12-22,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,12,0,On Time,None,0.46,4.0,3.2,3960.98,5426,Standard Shipping
ORD-820F2466,2025-09-06,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,6,4,0,On Time,None,0.71,6.2,3.83,20775.65,2209,Standard Shipping
ORD-5570F2A7,2025-05-17,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,6,0,On Time,None,0.31,9.8,4.25,3231.77,4934,Standard Shipping
ORD-B9536BEC,2025-07-14,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,None,0.38,8.3,2.15,4024.08,5832,Standard Shipping
ORD-EE618D58,2025-10-03,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,7,0,On Time,None,0.87,7.5,2.38,7467.85,7987,Standard Shipping
ORD-5B16BE61,2025-07-14,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,12,0,On Time,None,0.53,3.9,1.65,1722.78,2252,Standard Shipping
ORD-C6FA62CD,2025-12-29,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,14,0,On Time,None,0.85,3.3,1.12,769.6,832,Standard Shipping
ORD-B7A189FA,2024-04-22,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.29,5.3,3.46,2146.56,3328,Standard Shipping
ORD-44E62493,2024-03-11,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.49,2.8,3.98,74582.69,9101,Standard Shipping
ORD-3EB218DD,2025-02-23,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,12,0,On Time,None,0.9,9.2,2.5,5599.3,5894,Standard Shipping
ORD-7AA714F6,2025-08-28,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,17,8,Late,Severe Weather (Typhoon/Storm),0.62,2.0,4.46,1640.74,1688,Standard Shipping
ORD-3DE87949,2024-10-20,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,23,0,On Time,None,0.12,0.8,4.06,3470.32,6197,Standard Shipping
